739

118	0.059	0.0
119	0.059	0.09
120	0.06	0.0
121	0.06	0.09
122	0.061	0.0
123	0.061	0.09
124	0.062	0.0
125	0.062	0.09
126	0.063	0.0
127	0.063	0.09
128	0.064	0.0
129	0.064	0.09
130	0.065	0.0
131	0.065	0.09
132	0.066	0.0
133	0.066	0.09
134	0.067	0.0
135	0.067	0.09
136	0.068	0.0
137	0.068	0.09
138	0.069	0.0
139	0.069	0.09
140	0.07	0.0
141	0.07	0.09
142	0.071	0.0
143	0.071	0.09
144	0.072	0.0
145	0.072	0.09
146	0.073	0.0
147	0.073	0.09
148	0.074	0.0
149	0.074	0.09
150	0.075	0.0
151	0.075	0.09
152	0.076	0.0
153	0.076	0.09
154	0.077	0.0
155	0.077	0.09
156	0.078	0.0
157	0.078	0.09
158	0.079	0.0
159	0.079	0.09
160	0.08	0.0
161	0.08	0.09
162	0.081	0.0
163	0.081	0.09
164	0.082	0.0
165	0.082	0.09
166	0.083	0.0
167	0.083	0.09
168	0.084	0.0
169	0.084	0.09
170	0.085	0.0
171	0.085	0.09
172	0.086	0.0
173	0.086	0.09
174	0.087	0.0
175	0.087	0.09
176	0.088	0.0
177	0.088	0.09
178	0.089	0.0
179	0.089	0.09
180	0.09	0.0
181	0.09	0.09
182	0.091	0.0
183	0.091	0.09
184	0.092	0.0
185	0.092	0.09
186	0.093	0.0
187	0.093	0.09
188	0.094	0.0
189	0.094	0.09
190	0.095	0.0
191	0.095	0.09
192	0.096	0.0
193	0.096	0.09
194	0.097	0.0
195	0.097	0.09
196	0.098	0.0
197	0.098	0.09
198	0.099	0.0
199	0.099	0.09
200	0.1	0.0
201	0.1	0.09
202	0.101	0.0
203	0.101	0.09
204	0.102	0.0
205	0.102	0.09
206	0.103	0.0
207	0.103	0.09
208	0.104	0.0
209	0.104	0.09
210	0.105	0.0
211	0.105	0.09
212	0.106	0.0
213	0.106	0.09
214	0.107	0.0
215	0.107	0.09
216	0.108	0.0
217	0.108	0.09
218	0.109	0.0
219	0.109	0.09
220	0.11	0.0
221	0.11	0.09
222	0.111	0.0
223	0.111	0.09
224	0.112	0.0
225	0.112	0.09
226	0.113	0.0
227	0.113	0.09
228	0.114	0.0
229	0.114	0.09
230	0.115	0.0
231	0.115	0.09
232	0.116	0.0
233	0.116	0.09
234	0.117	0.0
235	0.117	0.09
236	0.118	0.0
237	0.118	0.09
238	0.119	0.0
239	0.119	0.09
240	0.12	0.0
241	0.12	0.09
242	0.121	0.0
243	0.121	0.09
244	0.122	0.0
245	0.122	0.09
246	0.123	0.0
247	0.123	0.09
248	0.124	0.0
249	0.124	0.09
250	0.125	0.0
251	0.125	0.09
252	0.126	0.0
253	0.126	0.09
254	0.127	0.0
255	0.127	0.09
256	0.128	0.0
257	0.128	0.09
258	0.129	0.0
259	0.129	0.09
260	0.13	0.0
261	0.13	0.09
262	0.131	0.0
263	0.131	0.09
264	0.132	0.0
265	0.132	0.09
266	0.133	0.0
267	0.133	0.09
268	0.134	0.0
269	0.134	0.09
270	0.135	0.0
271	0.135	0.09
272	0.136	0.0
273	0.136	0.09
274	0.137	0.0
275	0.137	0.09
276	0.138	0.0
277	0.138	0.09
278	0.139	0.0
279	0.139	0.09
280	0.14	0.0
281	0.14	0.09
282	0.141	0.0
283	0.141	0.09
284	0.142	0.0
285	0.142	0.09
286	0.143	0.0
287	0.143	0.09
288	0.144	0.0
289	0.144	0.09
290	0.145	0.0
291	0.145	0.09
292	0.146	0.0
293	0.146	0.09
294	0.147	0.0
295	0.147	0.09
296	0.148	0.0
297	0.148	0.09
298	0.149	0.0
299	0.149	0.09
300	0.15	0.0
301	0.15	0.09
302	0.151	0.0
303	0.151	0.09
304	0.152	0.0
305	0.152	0.09
306	0.153	0.0
307	0.153	0.09
308	0.154	0.0
309	0.154	0.09
310	0.155	0.0
311	0.155	0.09
312	0.156	0.0
313	0.156	0.09
314	0.157	0.0
315	0.157	0.09
316	0.158	0.0
317	0.158	0.09
318	0.159	0.0
319	0.159	0.09
320	0.16	0.0
321	0.16	0.09
322	0.161	0.0
323	0.161	0.09
324	0.162	0.0
325	0.162	0.09
326	0.163	0.0
327	0.163	0.09
328	0.164	0.0
329	0.164	0.09
330	0.165	0.0
331	0.165	0.09
332	0.166	0.0
333	0.166	0.09
334	0.167	0.0
335	0.167	0.09
336	0.168	0.0
337	0.168	0.09
338	0.169	0.0
339	0.169	0.09
340	0.17	0.0
341	0.17	0.09
342	0.171	0.0
343	0.171	0.09
344	0.172	0.0
345	0.172	0.09
346	0.173	0.0
347	0.173	0.09
348	0.174	0.0
349	0.174	0.09
350	0.175	0.0
351	0.175	0.09
352	0.176	0.0
353	0.176	0.09
354	0.177	0.0
355	0.177	0.09
356	0.178	0.0
357	0.178	0.09
358	0.179	0.0
359	0.179	0.09
360	0.18	0.0
361	0.18	0.09
362	0.181	0.0
363	0.181	0.09
364	0.182	0.0
365	0.182	0.09
366	0.183	0.0
367	0.183	0.09
368	0.184	0.0
369	0.184	0.09
370	0.185	0.0
371	0.185	0.09
372	0.186	0.0
373	0.186	0.09
374	0.187	0.0
375	0.187	0.09
376	0.188	0.0
377	0.188	0.09
378	0.189	0.0
379	0.189	0.09
380	0.19	0.0
381	0.19	0.09
382	0.191	0.0
383	0.191	0.09
384	0.192	0.0
385	0.192	0.09
386	0.193	0.0
387	0.193	0.09
388	0.194	0.0
389	0.194	0.09
390	0.195	0.0
391	0.195	0.09
392	0.196	0.0
393	0.196	0.09
394	0.197	0.0
395	0.197	0.09
396	0.198	0.0
397	0.198	0.09
398	0.199	0.0
399	0.199	0.09
400	0.2	0.0
401	0.2	0.09
402	0.201	0.0
403	0.201	0.09
404	0.202	0.0
405	0.202	0.09
406	0.203	0.0
407	0.203	0.09
408	0.204	0.0
409	0.204	0.09
410	0.205	0.0
411	0.205	0.09
412	0.206	0.0
413	0.206	0.09
414	0.207	0.0
415	0.207	0.09
416	0.208	0.0
417	0.208	0.09
418	0.209	0.0
419	0.209	0.09
420	0.21	0.0
421	0.21	0.09
422	0.211	0.0
423	0.211	0.09
424	0.212	0.0
425	0.212	0.09
426	0.213	0.0
427	0.213	0.09
428	0.214	0.0
429	0.214	0.09
430	0.215	0.0
431	0.215	0.09
432	0.216	0.0
433	0.216	0.09
434	0.217	0.0
435	0.217	0.09
436	0.218	0.0
437	0.218	0.09
438	0.219	0.0
439	0.219	0.09
440	0.22	0.0
441	0.22	0.09
442	0.221	0.0
443	0.221	0.09
444	0.222	0.0
445	0.222	0.09
446	0.223	0.0
447	0.223	0.09
448	0.224	0.0
449	0.224	0.09
450	0.225	0.0
451	0.225	0.09
452	0.226	0.0
453	0.226	0.09
454	0.227	0.0
455	0.227	0.09
456	0.228	0.0
457	0.228	0.09
458	0.229	0.0
459	0.229	0.09
460	0.23	0.0
461	0.23	0.09
462	0.231	0.0
463	0.231	0.09
464	0.232	0.0
465	0.232	0.09
466	0.233	0.0
467	0.233	0.09
468	0.234	0.0
469	0.234	0.09
470	0.235	0.0
471	0.235	0.09
472	0.236	0.0
473	0.236	0.09
474	0.237	0.0
475	0.237	0.09
476	0.238	0.0
477	0.238	0.09
478	0.239	0.0
479	0.239	0.09
480	0.0	0.0
481	0.24	0.0
482	0.12	0.0
483	0.0	0.001
484	0.24	0.001
485	0.12	0.001
486	0.0	0.002
487	0.24	0.002
488	0.12	0.002
489	0.0	0.003
490	0.24	0.003
491	0.12	0.003
492	0.0	0.004
493	0.24	0.004
494	0.12	0.004
495	0.0	0.005
496	0.24	0.005
497	0.12	0.005
498	0.0	0.006
499	0.24	0.006
500	0.12	0.006
501	0.0	0.007
502	0.24	0.007
503	0.12	0.007
504	0.0	0.008
505	0.24	0.008
506	0.12	0.008
507	0.0	0.009
508	0.24	0.009
509	0.12	0.009
510	0.0	0.01
511	0.24	0.01
512	0.12	0.01
513	0.0	0.011
514	0.24	0.011
515	0.12	0.011
516	0.0	0.012
517	0.24	0.012
518	0.12	0.012
519	0.0	0.013
520	0.24	0.013
521	0.12	0.013
522	0.0	0.014
523	0.24	0.014
524	0.12	0.014
525	0.0	0.015
526	0.24	0.015
527	0.12	0.015
528	0.0	0.016
529	0.24	0.016
530	0.12	0.016
531	0.0	0.017
532	0.24	0.017
533	0.12	0.017
534	0.0	0.018
535	0.24	0.018
536	0.12	0.018
537	0.0	0.019
538	0.24	0.019
539	0.12	0.019
540	0.0	0.02
541	0.24	0.02
542	0.12	0.02
543	0.0	0.021
544	0.24	0.021
545	0.12	0.021
546	0.0	0.022
547	0.24	0.022
548	0.12	0.022
549	0.0	0.023
550	0.24	0.023
551	0.12	0.023
552	0.0	0.024
553	0.24	0.024
554	0.12	0.024
555	0.0	0.025
556	0.24	0.025
557	0.12	0.025
558	0.0	0.026
559	0.24	0.026
560	0.12	0.026
561	0.0	0.027
562	0.24	0.027
563	0.12	0.027
564	0.0	0.028
565	0.24	0.028
566	0.12	0.028
567	0.0	0.029
568	0.24	0.029
569	0.12	0.029
570	0.0	0.03
571	0.24	0.03
572	0.12	0.03
573	0.0	0.031
574	0.24	0.031
575	0.12	0.031
576	0.0	0.032
577	0.24	0.032
578	0.12	0.032
579	0.0	0.033
580	0.24	0.033
581	0.12	0.033
582	0.0	0.034
583	0.24	0.034
584	0.12	0.034
585	0.0	0.035
586	0.24	0.035
587	0.12	0.035
588	0.0	0.036
589	0.24	0.036
590	0.12	0.036
591	0.0	0.037
592	0.24	0.037
593	0.12	0.037
594	0.0	0.038
595	0.24	0.038
596	0.12	0.038
597	0.0	0.039
598	0.24	0.039
599	0.12	0.039
600	0.0	0.04
601	0.24	0.04
602	0.0	0.041
603	0.24	0.041
604	0.0	0.042
605	0.24	0.042
606	0.0	0.043
607	0.24	0.043
608	0.0	0.044
609	0.24	0.044
610	0.0	0.045
611	0.24	0.045
612	0.0	0.046
613	0.24	0.046
614	0.0	0.047
615	0.24	0.047
616	0.0	0.048
617	0.24	0.048
618	0.0	0.049
619	0.24	0.049
620	0.0	0.05
621	0.24	0.05
622	0.0	0.051
623	0.24	0.051
624	0.12	0.051
625	0.0	0.052
626	0.24	0.052
627	0.12	0.052
628	0.0	0.053
629	0.24	0.053
630	0.12	0.053
631	0.0	0.054
632	0.24	0.054
633	0.12	0.054
634	0.0	0.055
635	0.24	0.055
636	0.12	0.055
637	0.0	0.056
638	0.24	0.056
639	0.12	0.056
640	0.0	0.057
641	0.24	0.057
642	0.12	0.057
643	0.0	0.058
644	0.24	0.058
645	0.12	0.058
646	0.0	0.059
647	0.24	0.059
648	0.12	0.059
649	0.0	0.06
650	0.24	0.06
651	0.12	0.06
652	0.0	0.061
653	0.24	0.061
654	0.12	0.061
655	0.0	0.062
656	0.24	0.062
657	0.12	0.062
658	0.0	0.063
659	0.24	0.063
660	0.12	0.063
661	0.0	0.064
662	0.24	0.064
663	0.12	0.064
664	0.0	0.065
665	0.24	0.065
666	0.12	0.065
667	0.0	0.066
668	0.24	0.066
669	0.12	0.066
670	0.0	0.067
671	0.24	0.067
672	0.12	0.067
673	0.0	0.068
674	0.24	0.068
675	0.12	0.068
676	0.0	0.069
677	0.24	0.069
678	0.12	0.069
679	0.0	0.07
680	0.24	0.07
681	0.12	0.07
682	0.0	0.071
683	0.24	0.071
684	0.12	0.071
685	0.0	0.072
686	0.24	0.072
687	0.12	0.072
688	0.0	0.073
689	0.24	0.073
690	0.12	0.073
691	0.0	0.074
692	0.24	0.074
693	0.12	0.074
694	0.0	0.075
695	0.24	0.075
696	0.12	0.075
697	0.0	0.076
698	0.24	0.076
699	0.12	0.076
700	0.0	0.077
701	0.24	0.077
702	0.12	0.077
703	0.0	0.078
704	0.24	0.078
705	0.12	0.078
706	0.0	0.079
707	0.24	0.079
708	0.12	0.079
709	0.0	0.08
710	0.24	0.08
711	0.12	0.08
712	0.0	0.081
713	0.24	0.081
714	0.12	0.081
715	0.0	0.082
716	0.24	0.082
717	0.12	0.082
718	0.0	0.083
719	0.24	0.083
720	0.12	0.083
721	0.0	0.084
722	0.24	0.084
723	0.12	0.084
724	0.0	0.085
725	0.24	0.085
726	0.12	0.085
727	0.0	0.086
728	0.24	0.086
729	0.12	0.086
730	0.0	0.087
731	0.24	0.087
732	0.12	0.087
733	0.0	0.088
734	0.24	0.088
735	0.12	0.088
736	0.0	0.089
737	0.24	0.089
738	0.12	0.089
